# Genome	Taxonomy
GCA_001430475.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Tetraparvovirus|s__Ungulate_tetraparvovirus_1
GCA_003033335.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Tetraparvovirus|s__Ungulate_tetraparvovirus_1
GCA_001431955.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Arurhavirus|s__Arurhavirus_inhangapi
GCA_013087305.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Arurhavirus|s__Arurhavirus_inhangapi
GCA_001431975.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Pararubulavirus|s__Teviot_pararubulavirus
GCA_002815315.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Pararubulavirus|s__Teviot_pararubulavirus
GCA_001432015.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Hapavirus|s__Hapavirus_flanders
GCA_002815595.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Hapavirus|s__Hapavirus_flanders
GCA_001433585.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Metaavulavirus|s__Avian_metaavulavirus_2
GCA_002989675.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Paramyxoviridae|g__Metaavulavirus|s__Avian_metaavulavirus_2
GCA_001440955.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Rhopapillomavirus|s__Rhopapillomavirus_2
GCA_002827085.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Rhopapillomavirus|s__Rhopapillomavirus_2
GCA_001443765.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Hepatovirus|s__Hepatovirus_H
GCA_001444085.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Hepatovirus|s__Hepatovirus_H
GCA_001444005.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Hepatovirus|s__Hepatovirus_D
GCA_008775695.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Hepatovirus|s__Hepatovirus_D
GCA_001461325.1	k__Viruses|p__Lenarviricota|c__Howeltoviricetes|o__Cryppavirales|f__Mitoviridae|g__Duamitovirus|s__Duamitovirus_scsc3
GCA_023119765.1	k__Viruses|p__Lenarviricota|c__Howeltoviricetes|o__Cryppavirales|f__Mitoviridae|g__Duamitovirus|s__Duamitovirus_scsc3
GCA_001501455.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Arteriviridae|g__Betaarterivirus|s__Betaarterivirus_chinrav_1
GCA_001963835.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Arteriviridae|g__Betaarterivirus|s__Betaarterivirus_chinrav_1
GCA_001589995.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Orthobornavirus_avisaquaticae
GCA_002366045.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Orthobornavirus_avisaquaticae
GCA_001634415.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Maize_yellow_mosaic_virus
GCA_003029295.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Maize_yellow_mosaic_virus
GCA_001646115.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_chicas1
GCA_003849185.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_chicas1
GCA_001646135.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_sheas1
GCA_003849145.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_sheas1
GCA_001646155.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Canid_alphaherpesvirus_1
GCA_027941175.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Varicellovirus|s__Canid_alphaherpesvirus_1
GCA_001646175.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_stool_associated_circular_virus
GCA_003967995.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porcine_stool_associated_circular_virus
GCA_001646315.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_lamas1
GCA_003849165.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_lamas1
GCA_001646535.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemygorvirus|s__Gemygorvirus_malas1
GCA_003849245.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemygorvirus|s__Gemygorvirus_malas1
GCA_001654125.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pepo_aphid_borne_yellows_virus
GCA_003029305.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Polerovirus|s__Pepo_aphid_borne_yellows_virus
GCA_001654365.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__Euphorbia_caput_medusae_latent_virus
GCA_002987195.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Capulavirus|s__Euphorbia_caput_medusae_latent_virus
GCA_001661775.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__Ferret_coronavirus
GCA_003971885.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__Ferret_coronavirus
GCA_001689835.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Solinviviridae|g__Nyfulvavirus|s__Nylanderia_fulva_virus_1
GCA_001717295.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Solinviviridae|g__Nyfulvavirus|s__Nylanderia_fulva_virus_1
GCA_001695485.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Pestivirus|s__Pestivirus_K
GCA_003029075.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Pestivirus|s__Pestivirus_K
GCA_001698295.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Orthobornavirus_sciuri
GCA_002153825.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Bornaviridae|g__Orthobornavirus|s__Orthobornavirus_sciuri
GCA_001714375.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyoxipapillomavirus|s__Dyoxipapillomavirus_2
GCA_001714415.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyoxipapillomavirus|s__Dyoxipapillomavirus_2
GCA_001725855.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Common_bean_associated_gemycircularvirus
GCA_003849065.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Common_bean_associated_gemycircularvirus
GCA_001745475.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Rosavirus|s__Rosavirus_C
GCA_004787775.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Rosavirus|s__Rosavirus_C
GCA_001754105.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Flavivirus|s__Saboya_virus
GCA_002004615.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Flavivirus|s__Saboya_virus
GCA_001866935.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Porcine_circovirus_3
GCA_004029355.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Porcine_circovirus_3
GCA_001885465.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Hepacivirus|s__Hepacivirus_D
GCA_002820965.1	k__Viruses|p__Kitrinoviricota|c__Flasuviricetes|o__Amarillovirales|f__Flaviviridae|g__Hepacivirus|s__Hepacivirus_D
GCA_001891055.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Sepolyvirales|f__Polyomaviridae|g__Betapolyomavirus|s__Betapolyomavirus_securanorvegicus
GCA_003033355.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Sepolyvirales|f__Polyomaviridae|g__Betapolyomavirus|s__Betapolyomavirus_securanorvegicus
GCA_001904885.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__NL63_related_bat_coronavirus_strain_BtKYNL63_9b
GCA_003972065.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__NL63_related_bat_coronavirus_strain_BtKYNL63_9b
GCA_001957695.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Chicken_associated_smacovirus
GCA_003963595.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Huchismacovirus|s__Chicken_associated_smacovirus
GCA_001958515.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Betanemrhavirus|s__Betanemrhavirus_shayang
GCA_018580715.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Betanemrhavirus|s__Betanemrhavirus_shayang
GCA_001967675.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykrogvirus|s__Gemykrogvirus_galga2
GCA_003847525.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykrogvirus|s__Gemykrogvirus_galga2
GCA_001974335.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Mardivirus|s__Spheniscid_alphaherpesvirus_1
GCA_900095425.1	k__Viruses|p__Peploviricota|c__Herviviricetes|o__Herpesvirales|f__Herpesviridae|g__Mardivirus|s__Spheniscid_alphaherpesvirus_1
GCA_002006915.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_18
GCA_004288375.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_18
GCA_002114045.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Simian_adenovirus_B
GCA_006446255.1	k__Viruses|p__Preplasmiviricota|c__Tectiliviricetes|o__Rowavirales|f__Adenoviridae|g__Mastadenovirus|s__Simian_adenovirus_B
GCA_002158695.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sweet_potato_symptomless_virus_1
GCA_003029565.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sweet_potato_symptomless_virus_1
GCA_002184215.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Grapevine_enamovirus_1
GCA_004787755.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Sobelivirales|f__Solemoviridae|g__Enamovirus|s__Grapevine_enamovirus_1
GCA_002194385.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Duck_associated_cyclovirus_1
GCA_004320265.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Cyclovirus|s__Duck_associated_cyclovirus_1
GCA_002210935.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ohlsrhavirus|s__Ohlsrhavirus_culex
GCA_003729355.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Ohlsrhavirus|s__Ohlsrhavirus_culex
GCA_002210955.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Xinmoviridae|g__Doupovirus|s__Doupovirus_australiaense
GCA_003729275.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Xinmoviridae|g__Doupovirus|s__Doupovirus_australiaense
GCA_002219805.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Bocaparvovirus|s__Ungulate_bocaparvovirus_7
GCA_013087475.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Bocaparvovirus|s__Ungulate_bocaparvovirus_7
GCA_002219865.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__Wencheng_Sm_shrew_coronavirus
GCA_012271635.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Nidovirales|f__Coronaviridae|g__Alphacoronavirus|s__Wencheng_Sm_shrew_coronavirus
GCA_002219905.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Giant_panda_associated_gemycircularvirus
GCA_003848705.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Giant_panda_associated_gemycircularvirus
GCA_002237255.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sugarcane_striate_virus
GCA_003029085.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Mastrevirus|s__Sugarcane_striate_virus
GCA_002270745.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Grablovirus|s__Wild_Vitis_latent_virus
GCA_004788375.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Grablovirus|s__Wild_Vitis_latent_virus
GCA_002270865.1	k__Viruses|p__Kitrinoviricota|c__Magsaviricetes|o__Nodamuvirales|f__Sinhaliviridae|g__Sinaivirus|s__Lake_Sinai_virus_1
GCA_002830825.1	k__Viruses|p__Kitrinoviricota|c__Magsaviricetes|o__Nodamuvirales|f__Sinhaliviridae|g__Sinaivirus|s__Lake_Sinai_virus_1
GCA_002271025.1	k__Viruses|p__Kitrinoviricota|c__Magsaviricetes|o__Nodamuvirales|f__Sinhaliviridae|g__Sinaivirus|s__Lake_Sinai_virus_2
GCA_002830845.1	k__Viruses|p__Kitrinoviricota|c__Magsaviricetes|o__Nodamuvirales|f__Sinhaliviridae|g__Sinaivirus|s__Lake_Sinai_virus_2
GCA_002271185.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porprismacovirus_humas3
GCA_003963575.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cremevirales|f__Smacoviridae|g__Porprismacovirus|s__Porprismacovirus_humas3
GCA_002355085.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Bat_circovirus
GCA_004036235.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Bat_circovirus
GCA_002366085.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Almendravirus|s__Almendravirus_balsa
GCA_002815515.1	k__Viruses|p__Negarnaviricota|c__Monjiviricetes|o__Mononegavirales|f__Rhabdoviridae|g__Almendravirus|s__Almendravirus_balsa
GCA_002375075.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Circovirus_sp
GCA_004041475.1	k__Viruses|p__Cressdnaviricota|c__Arfiviricetes|o__Cirlivirales|f__Circoviridae|g__Circovirus|s__Circovirus_sp
GCA_002610085.1	k__Viruses|p__Hofneiviricota|c__Faserviricetes|o__Tubulavirales|f__Inoviridae|g__Xylivirus|s__Xylivirus_Xf109
GCA_002622345.1	k__Viruses|p__Hofneiviricota|c__Faserviricetes|o__Tubulavirales|f__Inoviridae|g__Xylivirus|s__Xylivirus_Xf109
GCA_002816515.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Aphthovirus|s__Bovine_rhinitis_A_virus
GCA_008786005.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Aphthovirus|s__Bovine_rhinitis_A_virus
GCA_002816635.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Cardiovirus|s__Cardiovirus_C
GCA_014883585.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Cardiovirus|s__Cardiovirus_C
GCA_002816815.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Enterovirus|s__Enterovirus_I
GCA_008776175.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Enterovirus|s__Enterovirus_I
GCA_002817035.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Hepatovirus|s__Hepatovirus_G
GCA_008767855.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Hepatovirus|s__Hepatovirus_G
GCA_002819345.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Cacao_swollen_shoot_Togo_A_virus
GCA_013414835.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Ortervirales|f__Caulimoviridae|g__Badnavirus|s__Cacao_swollen_shoot_Togo_A_virus
GCA_002825725.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_odona1
GCA_003849545.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_odona1
GCA_002825745.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_odona2
GCA_003849525.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_odona2
GCA_002825765.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_ptero1
GCA_003849265.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_ptero1
GCA_002825785.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_ptero2
GCA_003849305.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemycircularvirus|s__Gemycircularvirus_ptero2
GCA_002825985.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemygorvirus|s__Gemygorvirus_ptero1
GCA_003849325.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemygorvirus|s__Gemygorvirus_ptero1
GCA_002826105.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykolovirus|s__Gemykolovirus_ptero1
GCA_003849285.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Genomoviridae|g__Gemykolovirus|s__Gemykolovirus_ptero1
GCA_002826445.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Hepelivirales|f__Hepeviridae|g__Rocahepevirus|s__Rocahepevirus_ratti
GCA_002826465.1	k__Viruses|p__Kitrinoviricota|c__Alsuviricetes|o__Hepelivirales|f__Hepeviridae|g__Rocahepevirus|s__Rocahepevirus_ratti
GCA_013122635.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Ranavirus|s__Santee_Cooper_ranavirus
GCA_013122655.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Ranavirus|s__Santee_Cooper_ranavirus
GCA_002826885.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyophipapillomavirus|s__Dyophipapillomavirus_1
GCA_003033145.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyophipapillomavirus|s__Dyophipapillomavirus_1
GCA_002826905.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyopsipapillomavirus|s__Dyopsipapillomavirus_1
GCA_003179535.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Dyopsipapillomavirus|s__Dyopsipapillomavirus_1
GCA_002827005.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_22
GCA_004288135.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_22
GCA_002827025.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_23
GCA_004288095.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_23
GCA_002937235.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Erythroparvovirus|s__Ungulate_erythroparvovirus_1
GCA_004368195.1	k__Viruses|p__Cossaviricota|c__Quintoviricetes|o__Piccovirales|f__Parvoviridae|g__Erythroparvovirus|s__Ungulate_erythroparvovirus_1
GCA_002827945.1	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Patatavirales|f__Potyviridae|g__Ipomovirus|s__Tomato_mild_mottle_virus
GCA_002987495.1	k__Viruses|p__Pisuviricota|c__Stelpaviricetes|o__Patatavirales|f__Potyviridae|g__Ipomovirus|s__Tomato_mild_mottle_virus
GCA_002890115.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Topilevirus|s__Tomato_apical_leaf_curl_virus
GCA_018583355.1	k__Viruses|p__Cressdnaviricota|c__Repensiviricetes|o__Geplafuvirales|f__Geminiviridae|g__Topilevirus|s__Tomato_apical_leaf_curl_virus
GCA_002966345.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|g__Mimivirus|s__Acanthamoeba_castellanii_mimivirus
GCA_002966355.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Imitervirales|f__Mimiviridae|g__Mimivirus|s__Acanthamoeba_castellanii_mimivirus
GCA_002987365.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_25
GCA_004287955.1	k__Viruses|p__Cossaviricota|c__Papovaviricetes|o__Zurhausenvirales|f__Papillomaviridae|g__Gammapapillomavirus|s__Gammapapillomavirus_25
GCA_003028975.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Megrivirus|s__Megrivirus_B
GCA_008777255.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Megrivirus|s__Megrivirus_B
GCA_003029045.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Shanbavirus|s__Shanbavirus_A
GCA_013090085.1	k__Viruses|p__Pisuviricota|c__Pisoniviricetes|o__Picornavirales|f__Picornaviridae|g__Shanbavirus|s__Shanbavirus_A
GCA_003033105.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Ranavirus|s__Common_midwife_toad_virus
GCA_006449475.1	k__Viruses|p__Nucleocytoviricota|c__Megaviricetes|o__Pimascovirales|f__Iridoviridae|g__Ranavirus|s__Common_midwife_toad_virus
GCA_003102595.1	k__Viruses|p__Artverviricota|c__Revtraviricetes|o__Ortervirales|f__Retroviridae|g__Lentivirus|s__Human_immunodeficiency_virus
